FGEOID,GEOID,NAME,NAMELSAD,GEOID_FILE,Memory Usage (GB)
0500000US19171,19171,Tama,Tama County,"0500000US19171.graphml",0.03976806399999999
0500000US20175,20175,Seward,Seward County,"0500000US20175.graphml",0.039157759999999986
0500000US19135,19135,Monroe,Monroe County,"0500000US19135.graphml",0.020520959999999977
0500000US31147,31147,Richardson,Richardson County,"0500000US31147.graphml",0.02924953600000002
0500000US17021,17021,Christian,Christian County,"0500000US17021.graphml",0.06841548800000002
0500000US12089,12089,Nassau,Nassau County,"0500000US12089.graphml",0.10156032000000001
0500000US12133,12133,Washington,Washington County,"0500000US12133.graphml",0.07450214400000002
0500000US13007,13007,Baker,Baker County,"0500000US13007.graphml",0.007880703999999988
0500000US13275,13275,Thomas,Thomas County,"0500000US13275.graphml",0.05867929599999999
0500000US21005,21005,Anderson,Anderson County,"0500000US21005.graphml",0.028024832
0500000US21185,21185,Oldham,Oldham County,"0500000US21185.graphml",0.060588031999999986
0500000US13057,13057,Cherokee,Cherokee County,"0500000US13057.graphml",0.217653248
0500000US38065,38065,Oliver,Oliver County,"0500000US38065.graphml",0.00599654400000002
0500000US26133,26133,Osceola,Osceola County,"0500000US26133.graphml",0.037081087999999984
0500000US47109,47109,McNairy,McNairy County,"0500000US47109.graphml",0.049545216
0500000US53001,53001,Adams,Adams County,"0500000US53001.graphml",0.043442176
0500000US29057,29057,Dade,Dade County,"0500000US29057.graphml",0.038834176
0500000US22101,22101,St. Mary,St. Mary Parish,"0500000US22101.graphml",0.06386483199999998
0500000US50007,50007,Chittenden,Chittenden County,"0500000US50007.graphml",0.13100646400000002
0500000US72045,72045,ComerÃ­o,ComerÃ­o Municipio,"0500000US72045.graphml",0.015392768000000001
0500000US15009,15009,Maui,Maui County,"0500000US15009.graphml",0.08430796800000001
0500000US22057,22057,Lafourche,Lafourche Parish,"0500000US22057.graphml",0.10576281599999998
0500000US19139,19139,Muscatine,Muscatine County,"0500000US19139.graphml",0.05461606399999999
0500000US12113,12113,Santa Rosa,Santa Rosa County,"0500000US12113.graphml",0.199221248
0500000US18101,18101,Martin,Martin County,"0500000US18101.graphml",0.039202816
0500000US21203,21203,Rockcastle,Rockcastle County,"0500000US21203.graphml",0.029290496
0500000US21223,21223,Trimble,Trimble County,"0500000US21223.graphml",0.017121280000000016
0500000US13055,13055,Chattooga,Chattooga County,"0500000US13055.graphml",0.033824768000000005
0500000US45033,45033,Dillon,Dillon County,"0500000US45033.graphml",0.05245747199999998
0500000US37103,37103,Jones,Jones County,"0500000US37103.graphml",0.018440192000000022
0500000US29199,29199,Scotland,Scotland County,"0500000US29199.graphml",0.01987788800000001
0500000US20131,20131,Nemaha,Nemaha County,"0500000US20131.graphml",0.041390079999999996
0500000US20137,20137,Norton,Norton County,"0500000US20137.graphml",0.03909222400000001
0500000US72007,72007,Aguas Buenas,Aguas Buenas Municipio,"0500000US72007.graphml",0.023605247999999995
0500000US72033,72033,CataÃ±o,CataÃ±o Municipio,"0500000US72033.graphml",0.015990784000000008
0500000US31065,31065,Furnas,Furnas County,"0500000US31065.graphml",0.028860416
0500000US13087,13087,Decatur,Decatur County,"0500000US13087.graphml",0.044695552
0500000US18177,18177,Wayne,Wayne County,"0500000US18177.graphml",0.06742016
0500000US21009,21009,Barren,Barren County,"0500000US21009.graphml",0.057208832000000015
0500000US31093,31093,Howard,Howard County,"0500000US31093.graphml",0.026505215999999998
0500000US38025,38025,Dunn,Dunn County,"0500000US38025.graphml",0.015695872
0500000US06005,06005,Amador,Amador County,"0500000US06005.graphml",0.05409587200000002
0500000US47049,47049,Fentress,Fentress County,"0500000US47049.graphml",0.035233792000000014
0500000US20031,20031,Coffey,Coffey County,"0500000US20031.graphml",0.04244684800000001
0500000US26023,26023,Branch,Branch County,"0500000US26023.graphml",0.052887552000000004
0500000US51031,51031,Campbell,Campbell County,"0500000US51031.graphml",0.063315968
0500000US39105,39105,Meigs,Meigs County,"0500000US39105.graphml",0.03556556799999999
0500000US54067,54067,Nicholas,Nicholas County,"0500000US54067.graphml",0.046178304
0500000US40053,40053,Grant,Grant County,"0500000US40053.graphml",0.04179148799999999
0500000US46115,46115,Spink,Spink County,"0500000US46115.graphml",0.036036608000000026
0500000US50027,50027,Windsor,Windsor County,"0500000US50027.graphml",0.10873241599999997
0500000US48455,48455,Trinity,Trinity County,"0500000US48455.graphml",0.05776588799999999
0500000US35001,35001,Bernalillo,Bernalillo County,"0500000US35001.graphml",0.564842496
0500000US13205,13205,Mitchell,Mitchell County,"0500000US13205.graphml",0.032681984
0500000US15001,15001,Hawaii,Hawaii County,"0500000US15001.graphml",0.146223104
0500000US21147,21147,McCreary,McCreary County,"0500000US21147.graphml",0.03796991999999999
0500000US21191,21191,Pendleton,Pendleton County,"0500000US21191.graphml",0.01779712
0500000US21215,21215,Spencer,Spencer County,"0500000US21215.graphml",0.025481216
0500000US30041,30041,Hill,Hill County,"0500000US30041.graphml",0.06414745599999999
0500000US31175,31175,Valley,Valley County,"0500000US31175.graphml",0.022061055999999996
0500000US48069,48069,Castro,Castro County,"0500000US48069.graphml",0.04949606399999998
0500000US24043,24043,Washington,Washington County,"0500000US24043.graphml",0.10743398399999998
0500000US21133,21133,Letcher,Letcher County,"0500000US21133.graphml",0.04438425599999998
0500000US34033,34033,Salem,Salem County,"0500000US34033.graphml",0.06124748799999999
0500000US51680,51680,Lynchburg,Lynchburg city,"0500000US51680.graphml",0.061288447999999995
0500000US05125,05125,Saline,Saline County,"0500000US05125.graphml",0.16553164800000003
0500000US54053,54053,Mason,Mason County,"0500000US54053.graphml",0.037195775999999986
0500000US54021,54021,Gilmer,Gilmer County,"0500000US54021.graphml",0.017702911999999987
0500000US28063,28063,Jefferson,Jefferson County,"0500000US28063.graphml",0.021327871999999998
0500000US38079,38079,Rolette,Rolette County,"0500000US38079.graphml",0.021151744
0500000US30103,30103,Treasure,Treasure County,"0500000US30103.graphml",0.005783551999999997
0500000US21049,21049,Clark,Clark County,"0500000US21049.graphml",0.044204032000000004
0500000US72101,72101,Morovis,Morovis Municipio,"0500000US72101.graphml",0.0217088
0500000US26005,26005,Allegan,Allegan County,"0500000US26005.graphml",0.12329779200000002
0500000US47005,47005,Benton,Benton County,"0500000US47005.graphml",0.032088064
0500000US27015,27015,Brown,Brown County,"0500000US27015.graphml",0.048164864
0500000US47137,47137,Pickett,Pickett County,"0500000US47137.graphml",0.015265792
0500000US51109,51109,Louisa,Louisa County,"0500000US51109.graphml",0.04342579200000002
0500000US18145,18145,Shelby,Shelby County,"0500000US18145.graphml",0.05351423999999999
0500000US39049,39049,Franklin,Franklin County,"0500000US39049.graphml",0.769662976
0500000US49021,49021,Iron,Iron County,"0500000US49021.graphml",0.05700403200000001
0500000US32009,32009,Esmeralda,Esmeralda County,"0500000US32009.graphml",0.012783615999999998
0500000US26083,26083,Keweenaw,Keweenaw County,"0500000US26083.graphml",0.008937472000000002
0500000US49039,49039,Sanpete,Sanpete County,"0500000US49039.graphml",0.044834816
0500000US20093,20093,Kearny,Kearny County,"0500000US20093.graphml",0.036241408
0500000US12009,12009,Brevard,Brevard County,"0500000US12009.graphml",0.49573478400000004
0500000US18105,18105,Monroe,Monroe County,"0500000US18105.graphml",0.11581439999999998
0500000US19117,19117,Lucas,Lucas County,"0500000US19117.graphml",0.020873216
0500000US21239,21239,Woodford,Woodford County,"0500000US21239.graphml",0.025567231999999995
0500000US45053,45053,Jasper,Jasper County,"0500000US45053.graphml",0.06051430400000002
0500000US48043,48043,Brewster,Brewster County,"0500000US48043.graphml",0.049467392
0500000US45065,45065,McCormick,McCormick County,"0500000US45065.graphml",0.04133683199999999
0500000US45087,45087,Union,Union County,"0500000US45087.graphml",0.046018559999999986
0500000US27103,27103,Nicollet,Nicollet County,"0500000US27103.graphml",0.042049536
0500000US55075,55075,Marinette,Marinette County,"0500000US55075.graphml",0.09886515199999998
0500000US53011,53011,Clark,Clark County,"0500000US53011.graphml",0.40833023999999996
0500000US55099,55099,Price,Price County,"0500000US55099.graphml",0.04312268800000002
0500000US18103,18103,Miami,Miami County,"0500000US18103.graphml",0.052035583999999996
0500000US20053,20053,Ellsworth,Ellsworth County,"0500000US20053.graphml",0.039399424000000016
0500000US22123,22123,West Carroll,West Carroll Parish,"0500000US22123.graphml",0.033050624
0500000US12077,12077,Liberty,Liberty County,"0500000US12077.graphml",0.012795903999999997
0500000US20083,20083,Hodgeman,Hodgeman County,"0500000US20083.graphml",0.02032025600000001
0500000US20119,20119,Meade,Meade County,"0500000US20119.graphml",0.02969190399999999
0500000US21149,21149,McLean,McLean County,"0500000US21149.graphml",0.020377599999999996
0500000US28001,28001,Adams,Adams County,"0500000US28001.graphml",0.052060159999999994
0500000US72083,72083,Las MarÃ­as,Las MarÃ­as Municipio,"0500000US72083.graphml",0.011182079999999983
0500000US28057,28057,Itawamba,Itawamba County,"0500000US28057.graphml",0.04477747200000001
0500000US21073,21073,Franklin,Franklin County,"0500000US21073.graphml",0.046559232000000006
0500000US23009,23009,Hancock,Hancock County,"0500000US23009.graphml",0.149925888
0500000US23013,23013,Knox,Knox County,"0500000US23013.graphml",0.07068876800000001
0500000US13217,13217,Newton,Newton County,"0500000US13217.graphml",0.08989491200000002
0500000US46049,46049,Faulk,Faulk County,"0500000US46049.graphml",0.022188031999999996
0500000US26061,26061,Houghton,Houghton County,"0500000US26061.graphml",0.056807423999999995
0500000US30061,30061,Mineral,Mineral County,"0500000US30061.graphml",0.021233663999999985
0500000US47051,47051,Franklin,Franklin County,"0500000US47051.graphml",0.07693107200000002
0500000US22029,22029,Concordia,Concordia Parish,"0500000US22029.graphml",0.056934399999999996
0500000US22063,22063,Livingston,Livingston Parish,"0500000US22063.graphml",0.111153152
0500000US25009,25009,Essex,Essex County,"0500000US25009.graphml",0.617259008
0500000US46019,46019,Butte,Butte County,"0500000US46019.graphml",0.021835776
0500000US08035,08035,Douglas,Douglas County,"0500000US08035.graphml",0.310075392
0500000US45079,45079,Richland,Richland County,"0500000US45079.graphml",0.38685900799999995
0500000US18095,18095,Madison,Madison County,"0500000US18095.graphml",0.149856256
0500000US40099,40099,Murray,Murray County,"0500000US40099.graphml",0.029241344000000002
0500000US54009,54009,Brooke,Brooke County,"0500000US54009.graphml",0.03588915200000001
0500000US54013,54013,Calhoun,Calhoun County,"0500000US54013.graphml",0.015671296
0500000US51021,51021,Bland,Bland County,"0500000US51021.graphml",0.009838592000000007
0500000US30111,30111,Yellowstone,Yellowstone County,"0500000US30111.graphml",0.177229824
0500000US54043,54043,Lincoln,Lincoln County,"0500000US54043.graphml",0.032301055999999995
0500000US06033,06033,Lake,Lake County,"0500000US06033.graphml",0.131289088
0500000US13131,13131,Grady,Grady County,"0500000US13131.graphml",0.034521088000000005
0500000US08021,08021,Conejos,Conejos County,"0500000US08021.graphml",0.020688896000000012
0500000US49037,49037,San Juan,San Juan County,"0500000US49037.graphml",0.037720064
0500000US18133,18133,Putnam,Putnam County,"0500000US18133.graphml",0.04863590400000001
0500000US16047,16047,Gooding,Gooding County,"0500000US16047.graphml",0.083910656
0500000US47167,47167,Tipton,Tipton County,"0500000US47167.graphml",0.061009919999999995
0500000US22121,22121,West Baton Rouge,West Baton Rouge Parish,"0500000US22121.graphml",0.032849920000000005
0500000US29171,29171,Putnam,Putnam County,"0500000US29171.graphml",0.028921855999999996
0500000US56039,56039,Teton,Teton County,"0500000US56039.graphml",0.04333567999999999
0500000US55043,55043,Grant,Grant County,"0500000US55043.graphml",0.10047078400000004
0500000US38059,38059,Morton,Morton County,"0500000US38059.graphml",0.04384358400000002
0500000US37041,37041,Chowan,Chowan County,"0500000US37041.graphml",0.021721088
0500000US37021,37021,Buncombe,Buncombe County,"0500000US37021.graphml",0.3170304
0500000US06063,06063,Plumas,Plumas County,"0500000US06063.graphml",0.08020787200000001
0500000US51730,51730,Petersburg,Petersburg city,"0500000US51730.graphml",0.03530752000000001
0500000US50023,50023,Washington,Washington County,"0500000US50023.graphml",0.083161088
0500000US46093,46093,Meade,Meade County,"0500000US46093.graphml",0.048275455999999994
0500000US18097,18097,Marion,Marion County,"0500000US18097.graphml",0.680423424
0500000US05017,05017,Chicot,Chicot County,"0500000US05017.graphml",0.03529523200000001
0500000US13021,13021,Bibb,Bibb County,"0500000US13021.graphml",0.163721216
0500000US72059,72059,Guayanilla,Guayanilla Municipio,"0500000US72059.graphml",0.01904639999999999
0500000US72131,72131,San SebastiÃ¡n,San SebastiÃ¡n Municipio,"0500000US72131.graphml",0.038621184
0500000US05115,05115,Pope,Pope County,"0500000US05115.graphml",0.096989184
0500000US51175,51175,Southampton,Southampton County,"0500000US51175.graphml",0.030502911999999993
0500000US48183,48183,Gregg,Gregg County,"0500000US48183.graphml",0.14675558400000002
0500000US36087,36087,Rockland,Rockland County,"0500000US36087.graphml",0.18034688
0500000US05089,05089,Marion,Marion County,"0500000US05089.graphml",0.054554623999999996
0500000US51800,51800,Suffolk,Suffolk city,"0500000US51800.graphml",0.10662297599999998
0500000US08041,08041,El Paso,El Paso County,"0500000US08041.graphml",0.6267904000000001
0500000US29187,29187,St. Francois,St. Francois County,"0500000US29187.graphml",0.09962700800000002
0500000US48475,48475,Ward,Ward County,"0500000US48475.graphml",0.03238297599999998
0500000US08061,08061,Kiowa,Kiowa County,"0500000US08061.graphml",0.018280448000000005
0500000US48487,48487,Wilbarger,Wilbarger County,"0500000US48487.graphml",0.05993267199999999
0500000US41015,41015,Curry,Curry County,"0500000US41015.graphml",0.05214208000000001
0500000US08119,08119,Teller,Teller County,"0500000US08119.graphml",0.05929369599999998
0500000US29049,29049,Clinton,Clinton County,"0500000US29049.graphml",0.040177664
0500000US49051,49051,Wasatch,Wasatch County,"0500000US49051.graphml",0.04931584
0500000US16029,16029,Caribou,Caribou County,"0500000US16029.graphml",0.05832294399999999
0500000US37157,37157,Rockingham,Rockingham County,"0500000US37157.graphml",0.13024460800000004
0500000US05117,05117,Prairie,Prairie County,"0500000US05117.graphml",0.03378790400000001
0500000US05011,05011,Bradley,Bradley County,"0500000US05011.graphml",0.02953625600000001
0500000US48193,48193,Hamilton,Hamilton County,"0500000US48193.graphml",0.03645849600000001
0500000US24011,24011,Caroline,Caroline County,"0500000US24011.graphml",0.03667558400000001
0500000US27041,27041,Douglas,Douglas County,"0500000US27041.graphml",0.07075430399999999
0500000US30043,30043,Jefferson,Jefferson County,"0500000US30043.graphml",0.03554918400000001
0500000US51059,51059,Fairfax,Fairfax County,"0500000US51059.graphml",0.7021445119999999
0500000US30023,30023,Deer Lodge,Deer Lodge County,"0500000US30023.graphml",0.016093183999999983
0500000US47001,47001,Anderson,Anderson County,"0500000US47001.graphml",0.09188147200000002
0500000US39077,39077,Huron,Huron County,"0500000US39077.graphml",0.062517248
0500000US13005,13005,Bacon,Bacon County,"0500000US13005.graphml",0.02745958400000001
0500000US10001,10001,Kent,Kent County,"0500000US10001.graphml",0.14747648
0500000US39173,39173,Wood,Wood County,"0500000US39173.graphml",0.12957286399999998
0500000US13157,13157,Jackson,Jackson County,"0500000US13157.graphml",0.082706432
0500000US20003,20003,Anderson,Anderson County,"0500000US20003.graphml",0.03826073599999999
0500000US17095,17095,Knox,Knox County,"0500000US17095.graphml",0.070705152
0500000US30107,30107,Wheatland,Wheatland County,"0500000US30107.graphml",0.008073215999999994
0500000US47015,47015,Cannon,Cannon County,"0500000US47015.graphml",0.022904831999999986
0500000US23007,23007,Franklin,Franklin County,"0500000US23007.graphml",0.060051456
0500000US21165,21165,Menifee,Menifee County,"0500000US21165.graphml",0.015212543999999995
0500000US46089,46089,McPherson,McPherson County,"0500000US46089.graphml",0.02284339199999999
0500000US08051,08051,Gunnison,Gunnison County,"0500000US08051.graphml",0.04135731200000001
0500000US26029,26029,Charlevoix,Charlevoix County,"0500000US26029.graphml",0.04817305599999999
0500000US27151,27151,Swift,Swift County,"0500000US27151.graphml",0.055373824000000016
0500000US39147,39147,Seneca,Seneca County,"0500000US39147.graphml",0.062808064
0500000US13267,13267,Tattnall,Tattnall County,"0500000US13267.graphml",0.053899264
0500000US48429,48429,Stephens,Stephens County,"0500000US48429.graphml",0.061263872
0500000US37117,37117,Martin,Martin County,"0500000US37117.graphml",0.03600793599999999
0500000US30081,30081,Ravalli,Ravalli County,"0500000US30081.graphml",0.087404544
0500000US13317,13317,Wilkes,Wilkes County,"0500000US13317.graphml",0.027402239999999994
0500000US53043,53043,Lincoln,Lincoln County,"0500000US53043.graphml",0.057802751999999985
0500000US06081,06081,San Mateo,San Mateo County,"0500000US06081.graphml",0.354844672
0500000US39171,39171,Williams,Williams County,"0500000US39171.graphml",0.06713343999999999
0500000US08009,08009,Baca,Baca County,"0500000US08009.graphml",0.03585638399999999
0500000US16021,16021,Boundary,Boundary County,"0500000US16021.graphml",0.024576000000000015
0500000US16007,16007,Bear Lake,Bear Lake County,"0500000US16007.graphml",0.03289087999999998
0500000US39159,39159,Union,Union County,"0500000US39159.graphml",0.05185126400000001
0500000US39035,39035,Cuyahoga,Cuyahoga County,"0500000US39035.graphml",0.6008176639999999
0500000US48285,48285,Lavaca,Lavaca County,"0500000US48285.graphml",0.07233126399999998
0500000US40105,40105,Nowata,Nowata County,"0500000US40105.graphml",0.02256896
0500000US13125,13125,Glascock,Glascock County,"0500000US13125.graphml",0.009883647999999995
0500000US41059,41059,Umatilla,Umatilla County,"0500000US41059.graphml",0.11680563199999996
0500000US46102,46102,Oglala Lakota,Oglala Lakota County,"0500000US46102.graphml",0.035201024
0500000US20117,20117,Marshall,Marshall County,"0500000US20117.graphml",0.057593856
0500000US22065,22065,Madison,Madison Parish,"0500000US22065.graphml",0.03992780800000001
0500000US30105,30105,Valley,Valley County,"0500000US30105.graphml",0.049491968
0500000US13313,13313,Whitfield,Whitfield County,"0500000US13313.graphml",0.08829747199999999
0500000US20203,20203,Wichita,Wichita County,"0500000US20203.graphml",0.02017280000000002
0500000US46023,46023,Charles Mix,Charles Mix County,"0500000US46023.graphml",0.03139993599999999
0500000US31027,31027,Cedar,Cedar County,"0500000US31027.graphml",0.036085759999999995
0500000US53035,53035,Kitsap,Kitsap County,"0500000US53035.graphml",0.222937088
0500000US17111,17111,McHenry,McHenry County,"0500000US17111.graphml",0.25353420800000004
0500000US30069,30069,Petroleum,Petroleum County,"0500000US30069.graphml",0.003612672000000011
0500000US29033,29033,Carroll,Carroll County,"0500000US29033.graphml",0.038633472
0500000US53075,53075,Whitman,Whitman County,"0500000US53075.graphml",0.06979174399999999
0500000US27147,27147,Steele,Steele County,"0500000US27147.graphml",0.048795648
0500000US31169,31169,Thayer,Thayer County,"0500000US31169.graphml",0.032251904
0500000US47033,47033,Crockett,Crockett County,"0500000US47033.graphml",0.02283929600000001
0500000US19079,19079,Hamilton,Hamilton County,"0500000US19079.graphml",0.031231999999999982
0500000US39165,39165,Warren,Warren County,"0500000US39165.graphml",0.177606656
0500000US13255,13255,Spalding,Spalding County,"0500000US13255.graphml",0.06256230399999999
0500000US34019,34019,Hunterdon,Hunterdon County,"0500000US34019.graphml",0.12624281599999998
0500000US29217,29217,Vernon,Vernon County,"0500000US29217.graphml",0.05747097600000001
0500000US18121,18121,Parke,Parke County,"0500000US18121.graphml",0.034648064000000006
0500000US19069,19069,Franklin,Franklin County,"0500000US19069.graphml",0.028962816000000002
0500000US13035,13035,Butts,Butts County,"0500000US13035.graphml",0.028594176
0500000US08039,08039,Elbert,Elbert County,"0500000US08039.graphml",0.055468032
0500000US44001,44001,Bristol,Bristol County,"0500000US44001.graphml",0.04599808
0500000US48035,48035,Bosque,Bosque County,"0500000US48035.graphml",0.07143833599999999
0500000US44005,44005,Newport,Newport County,"0500000US44005.graphml",0.10007756799999998
0500000US39045,39045,Fairfield,Fairfield County,"0500000US39045.graphml",0.11945574399999997
0500000US38069,38069,Pierce,Pierce County,"0500000US38069.graphml",0.021921791999999996
0500000US17015,17015,Carroll,Carroll County,"0500000US17015.graphml",0.04104192000000001
0500000US27125,27125,Red Lake,Red Lake County,"0500000US27125.graphml",0.017981439999999987
0500000US41031,41031,Jefferson,Jefferson County,"0500000US41031.graphml",0.037875712000000006
0500000US47021,47021,Cheatham,Cheatham County,"0500000US47021.graphml",0.04052172799999998
0500000US46127,46127,Union,Union County,"0500000US46127.graphml",0.03125248
0500000US01051,01051,Elmore,Elmore County,"0500000US01051.graphml",0.13085081599999998
0500000US13187,13187,Lumpkin,Lumpkin County,"0500000US13187.graphml",0.05463654399999998
0500000US39083,39083,Knox,Knox County,"0500000US39083.graphml",0.11285299200000001
0500000US19017,19017,Bremer,Bremer County,"0500000US19017.graphml",0.03941171199999999
0500000US48175,48175,Goliad,Goliad County,"0500000US48175.graphml",0.01667891199999999
0500000US37089,37089,Henderson,Henderson County,"0500000US37089.graphml",0.204812288
0500000US12061,12061,Indian River,Indian River County,"0500000US12061.graphml",0.16756735999999997
0500000US48393,48393,Roberts,Roberts County,"0500000US48393.graphml",0.009555967999999998
0500000US31049,31049,Deuel,Deuel County,"0500000US31049.graphml",0.013217792000000006
0500000US36051,36051,Livingston,Livingston County,"0500000US36051.graphml",0.05890047999999998
0500000US19141,19141,O'Brien,O'Brien County,"0500000US19141.graphml",0.037920767999999994
0500000US48059,48059,Callahan,Callahan County,"0500000US48059.graphml",0.048873472
0500000US48379,48379,Rains,Rains County,"0500000US48379.graphml",0.015486976000000013
0500000US20067,20067,Grant,Grant County,"0500000US20067.graphml",0.031891455999999985
0500000US51105,51105,Lee,Lee County,"0500000US51105.graphml",0.04271308800000001
0500000US35051,35051,Sierra,Sierra County,"0500000US35051.graphml",0.066633728
0500000US05043,05043,Drew,Drew County,"0500000US05043.graphml",0.04178739200000001
0500000US31123,31123,Morrill,Morrill County,"0500000US31123.graphml",0.020070399999999988
0500000US29015,29015,Benton,Benton County,"0500000US29015.graphml",0.08558592000000001
0500000US05109,05109,Pike,Pike County,"0500000US05109.graphml",0.049037312
0500000US08077,08077,Mesa,Mesa County,"0500000US08077.graphml",0.19309772800000002
0500000US29065,29065,Dent,Dent County,"0500000US29065.graphml",0.04944691199999998
0500000US51185,51185,Tazewell,Tazewell County,"0500000US51185.graphml",0.07638630399999999
0500000US42103,42103,Pike,Pike County,"0500000US42103.graphml",0.13436928
0500000US42115,42115,Susquehanna,Susquehanna County,"0500000US42115.graphml",0.06022348799999999
0500000US48343,48343,Morris,Morris County,"0500000US48343.graphml",0.028471296000000007
0500000US42125,42125,Washington,Washington County,"0500000US42125.graphml",0.24797183999999997
0500000US50001,50001,Addison,Addison County,"0500000US50001.graphml",0.055771136
0500000US20103,20103,Leavenworth,Leavenworth County,"0500000US20103.graphml",0.08814182400000001
0500000US26121,26121,Muskegon,Muskegon County,"0500000US26121.graphml",0.15832268800000002
0500000US28049,28049,Hinds,Hinds County,"0500000US28049.graphml",0.238579712
0500000US48281,48281,Lampasas,Lampasas County,"0500000US48281.graphml",0.03287859200000001
0500000US51107,51107,Loudoun,Loudoun County,"0500000US51107.graphml",0.31473664
0500000US29185,29185,St. Clair,St. Clair County,"0500000US29185.graphml",0.035049472
0500000US36025,36025,Delaware,Delaware County,"0500000US36025.graphml",0.10200678399999999
0500000US30071,30071,Phillips,Phillips County,"0500000US30071.graphml",0.040050688
0500000US29129,29129,Mercer,Mercer County,"0500000US29129.graphml",0.01915699200000001
0500000US53045,53045,Mason,Mason County,"0500000US53045.graphml",0.113782784
0500000US37127,37127,Nash,Nash County,"0500000US37127.graphml",0.10615603199999998
0500000US51199,51199,York,York County,"0500000US51199.graphml",0.07858995199999999
0500000US29159,29159,Pettis,Pettis County,"0500000US29159.graphml",0.08081408000000001
0500000US30063,30063,Missoula,Missoula County,"0500000US30063.graphml",0.14493695999999998
0500000US20019,20019,Chautauqua,Chautauqua County,"0500000US20019.graphml",0.026841087999999985
0500000US48459,48459,Upshur,Upshur County,"0500000US48459.graphml",0.05668864000000001
0500000US51047,51047,Culpeper,Culpeper County,"0500000US51047.graphml",0.087515136
0500000US40061,40061,Haskell,Haskell County,"0500000US40061.graphml",0.045322239999999986
0500000US54069,54069,Ohio,Ohio County,"0500000US54069.graphml",0.049221632000000015
0500000US54065,54065,Morgan,Morgan County,"0500000US54065.graphml",0.033517568
0500000US51165,51165,Rockingham,Rockingham County,"0500000US51165.graphml",0.09809920000000003
0500000US18183,18183,Whitley,Whitley County,"0500000US18183.graphml",0.03910860799999999
0500000US06093,06093,Siskiyou,Siskiyou County,"0500000US06093.graphml",0.17843404799999998
0500000US46037,46037,Day,Day County,"0500000US46037.graphml",0.04513792
0500000US22071,22071,Orleans,Orleans Parish,"0500000US22071.graphml",0.30551654399999995
0500000US01073,01073,Jefferson,Jefferson County,"0500000US01073.graphml",0.747712512
0500000US01127,01127,Walker,Walker County,"0500000US01127.graphml",0.138633216
0500000US29063,29063,DeKalb,DeKalb County,"0500000US29063.graphml",0.033275903999999995
0500000US12039,12039,Gadsden,Gadsden County,"0500000US12039.graphml",0.054149119999999995
0500000US13083,13083,Dade,Dade County,"0500000US13083.graphml",0.032833535999999997
0500000US28033,28033,DeSoto,DeSoto County,"0500000US28033.graphml",0.16985292800000001
0500000US51187,51187,Warren,Warren County,"0500000US51187.graphml",0.057266176
0500000US17047,17047,Edwards,Edwards County,"0500000US17047.graphml",0.021102592000000003
0500000US47113,47113,Madison,Madison County,"0500000US47113.graphml",0.09319628800000002
0500000US69110,69110,Saipan,Saipan Municipality,"0500000US69110.graphml",0.035905536000000016
0500000US01111,01111,Randolph,Randolph County,"0500000US01111.graphml",0.072933376
0500000US37009,37009,Ashe,Ashe County,"0500000US37009.graphml",0.05841305599999999
0500000US08033,08033,Dolores,Dolores County,"0500000US08033.graphml",0.011169791999999984
0500000US39089,39089,Licking,Licking County,"0500000US39089.graphml",0.214499328
0500000US51683,51683,Manassas,Manassas city,"0500000US51683.graphml",0.026767360000000018
0500000US05139,05139,Union,Union County,"0500000US05139.graphml",0.11189043200000001
0500000US17071,17071,Henderson,Henderson County,"0500000US17071.graphml",0.024166400000000005
0500000US01101,01101,Montgomery,Montgomery County,"0500000US01101.graphml",0.23677337600000004
0500000US08005,08005,Arapahoe,Arapahoe County,"0500000US08005.graphml",0.44261375999999997
0500000US21155,21155,Marion,Marion County,"0500000US21155.graphml",0.029057023999999987
0500000US53057,53057,Skagit,Skagit County,"0500000US53057.graphml",0.14294220800000002
0500000US28067,28067,Jones,Jones County,"0500000US28067.graphml",0.11308236799999999
0500000US55021,55021,Columbia,Columbia County,"0500000US55021.graphml",0.09339699200000001
0500000US37019,37019,Brunswick,Brunswick County,"0500000US37019.graphml",0.25260032
0500000US27029,27029,Clearwater,Clearwater County,"0500000US27029.graphml",0.029159424000000017
0500000US51131,51131,Northampton,Northampton County,"0500000US51131.graphml",0.043393024
0500000US20163,20163,Rooks,Rooks County,"0500000US20163.graphml",0.04204134400000001
0500000US18041,18041,Fayette,Fayette County,"0500000US18041.graphml",0.030609408000000005
0500000US31079,31079,Hall,Hall County,"0500000US31079.graphml",0.08624947200000002
0500000US31081,31081,Hamilton,Hamilton County,"0500000US31081.graphml",0.033972223999999995
0500000US31115,31115,Loup,Loup County,"0500000US31115.graphml",0.00547635199999999
0500000US30091,30091,Sheridan,Sheridan County,"0500000US30091.graphml",0.026845183999999994
0500000US31063,31063,Frontier,Frontier County,"0500000US31063.graphml",0.01989017599999998
0500000US72089,72089,Luquillo,Luquillo Municipio,"0500000US72089.graphml",0.016273408000000017
0500000US01007,01007,Bibb,Bibb County,"0500000US01007.graphml",0.04594073600000001
0500000US28075,28075,Lauderdale,Lauderdale County,"0500000US28075.graphml",0.11019878399999997
0500000US27011,27011,Big Stone,Big Stone County,"0500000US27011.graphml",0.02424422400000001
0500000US27013,27013,Blue Earth,Blue Earth County,"0500000US27013.graphml",0.09782067200000003
